Trip ID,Start Date,Start Station,End Date,End Station,Subscriber Type
885174,11/08/2015 16:58,82,11/08/2015 17:11,70,Subscriber
885172,11/08/2015 16:57,7,11/08/2015 17:16,7,Customer
885171,11/08/2015 16:57,63,11/08/2015 17:02,57,Customer
885169,11/08/2015 16:56,37,11/08/2015 16:59,34,Subscriber
885168,11/08/2015 16:57,66,11/08/2015 17:08,88,Subscriber
885164,11/08/2015 16:55,41,11/08/2015 17:11,70,Subscriber
885163,11/08/2015 16:55,51,11/08/2015 17:06,70,Subscriber
885162,11/08/2015 16:55,66,11/08/2015 17:10,88,Customer
885161,11/08/2015 16:54,61,11/08/2015 17:05,50,Subscriber
885160,11/08/2015 16:54,61,11/08/2015 17:03,50,Subscriber
885159,11/08/2015 16:54,58,11/08/2015 17:09,73,Subscriber
885158,11/08/2015 16:54,76,11/08/2015 17:00,71,Customer
885155,11/08/2015 16:53,74,11/08/2015 17:09,70,Customer
885154,11/08/2015 16:54,88,11/08/2015 17:05,59,Subscriber
885153,11/08/2015 16:53,82,11/08/2015 17:00,60,Subscriber
885152,11/08/2015 16:53,47,11/08/2015 17:03,88,Subscriber
885151,11/08/2015 16:53,51,11/08/2015 17:03,46,Subscriber
885150,11/08/2015 16:49,51,11/08/2015 17:03,70,Subscriber
885149,11/08/2015 16:46,64,11/08/2015 17:01,50,Subscriber
885148,11/08/2015 16:52,77,11/08/2015 16:56,50,Subscriber
885147,11/08/2015 16:52,74,11/08/2015 16:56,51,Subscriber
885144,11/08/2015 16:52,48,11/08/2015 16:56,74,Subscriber
885143,11/08/2015 16:52,56,11/08/2015 17:00,39,Subscriber
885142,11/08/2015 16:52,74,11/08/2015 16:57,54,Subscriber
885141,11/08/2015 16:52,75,11/08/2015 17:02,70,Subscriber
885140,11/08/2015 16:52,90,11/08/2015 17:01,55,Subscriber
885139,11/08/2015 16:51,48,11/08/2015 16:55,56,Subscriber
885138,11/08/2015 16:51,27,11/08/2015 16:54,28,Subscriber
885135,11/08/2015 16:50,62,11/08/2015 16:57,70,Subscriber
885134,11/08/2015 16:49,59,11/08/2015 17:01,55,Subscriber
885128,11/08/2015 16:48,32,11/08/2015 16:53,28,Subscriber
885127,11/08/2015 16:48,60,11/08/2015 16:56,74,Customer
885124,11/08/2015 16:48,55,11/08/2015 16:51,87,Subscriber
885121,11/08/2015 16:48,41,11/08/2015 16:59,70,Subscriber
885120,11/08/2015 16:48,66,11/08/2015 16:56,88,Subscriber
885119,11/08/2015 16:47,6,11/08/2015 16:54,2,Subscriber
885118,11/08/2015 16:47,61,11/08/2015 16:56,50,Subscriber
885117,11/08/2015 16:47,67,11/08/2015 16:58,88,Subscriber
885116,11/08/2015 16:46,42,11/08/2015 17:00,70,Subscriber
885115,11/08/2015 16:46,62,11/08/2015 16:49,87,Subscriber
885113,11/08/2015 16:45,51,11/08/2015 16:58,70,Subscriber
885112,11/08/2015 16:45,51,11/08/2015 16:56,70,Subscriber
885110,11/08/2015 16:44,67,11/08/2015 17:15,66,Customer
885107,11/08/2015 16:44,47,11/08/2015 16:53,61,Subscriber
885106,11/08/2015 16:44,67,11/08/2015 17:15,66,Customer
885105,11/08/2015 16:44,67,11/08/2015 17:15,66,Customer
885104,11/08/2015 16:43,70,11/08/2015 16:58,55,Subscriber
885103,11/08/2015 16:43,3,11/08/2015 16:49,2,Subscriber
885102,11/08/2015 16:42,62,11/08/2015 16:44,55,Subscriber
885101,11/08/2015 16:42,55,11/08/2015 16:53,70,Subscriber
885100,11/08/2015 16:41,70,11/08/2015 16:55,67,Subscriber
885098,11/08/2015 16:41,63,11/08/2015 16:47,88,Subscriber
885097,11/08/2015 16:41,55,11/08/2015 16:43,63,Subscriber
885096,11/08/2015 16:40,71,11/08/2015 16:50,70,Subscriber
885095,11/08/2015 16:40,61,11/08/2015 16:47,77,Subscriber
885094,11/08/2015 16:33,64,11/08/2015 16:45,77,Subscriber
885092,11/08/2015 16:39,47,11/08/2015 16:47,88,Subscriber
885091,11/08/2015 16:39,62,11/08/2015 16:46,70,Subscriber
885090,11/08/2015 16:38,61,11/08/2015 16:46,50,Subscriber
885089,11/08/2015 16:37,51,11/08/2015 16:48,70,Subscriber
885088,11/08/2015 16:34,41,11/08/2015 16:53,70,Subscriber
885087,11/08/2015 16:36,86,11/08/2015 17:00,34,Subscriber
885086,11/08/2015 16:36,59,11/08/2015 16:50,76,Customer
885085,11/08/2015 16:35,88,11/08/2015 16:45,39,Subscriber
885084,11/08/2015 16:35,61,11/08/2015 16:41,50,Subscriber
885083,11/08/2015 16:35,42,11/08/2015 16:38,50,Subscriber
885082,11/08/2015 16:34,87,11/08/2015 16:40,56,Subscriber
885081,11/08/2015 16:34,90,11/08/2015 16:40,67,Subscriber
885080,11/08/2015 16:34,65,11/08/2015 16:49,50,Subscriber
885078,11/08/2015 16:32,82,11/08/2015 16:37,77,Subscriber
885077,11/08/2015 16:32,75,11/08/2015 16:46,70,Subscriber
885076,11/08/2015 16:32,57,11/08/2015 16:41,50,Subscriber
885075,11/08/2015 16:26,86,11/08/2015 16:39,22,Subscriber
885073,11/08/2015 16:31,48,11/08/2015 16:41,63,Subscriber
885072,11/08/2015 16:30,57,11/08/2015 16:35,58,Subscriber
885071,11/08/2015 16:29,75,11/08/2015 16:45,70,Subscriber
885070,11/08/2015 16:29,61,11/08/2015 16:35,74,Subscriber
885069,11/08/2015 16:29,51,11/08/2015 16:31,74,Subscriber
885068,11/08/2015 16:29,50,11/08/2015 16:41,70,Subscriber
885067,11/08/2015 16:28,45,11/08/2015 16:43,70,Subscriber
885064,11/08/2015 16:26,86,11/08/2015 16:39,22,Subscriber
885063,11/08/2015 16:26,71,11/08/2015 17:36,71,Customer
885062,11/08/2015 16:26,90,11/08/2015 16:37,88,Subscriber
885061,11/08/2015 16:25,46,11/08/2015 16:32,76,Subscriber
885058,11/08/2015 16:25,65,11/08/2015 16:29,70,Subscriber
885054,11/08/2015 16:21,55,11/08/2015 16:30,70,Subscriber
885052,11/08/2015 16:19,6,11/08/2015 16:26,2,Subscriber
885051,11/08/2015 16:18,65,11/08/2015 16:26,90,Subscriber
885047,11/08/2015 16:17,73,11/08/2015 16:27,77,Subscriber
885046,11/08/2015 16:16,56,11/08/2015 16:28,70,Subscriber
885043,11/08/2015 16:15,41,11/08/2015 16:21,60,Subscriber
885042,11/08/2015 16:15,47,11/08/2015 16:42,67,Customer
885041,11/08/2015 16:15,50,11/08/2015 16:27,70,Subscriber
885038,11/08/2015 16:14,77,11/08/2015 16:36,39,Subscriber
885037,11/08/2015 16:13,42,11/08/2015 16:21,47,Subscriber
885036,11/08/2015 16:13,47,11/08/2015 16:42,67,Customer
885035,11/08/2015 16:13,76,11/08/2015 16:20,70,Subscriber
885034,11/08/2015 16:13,60,11/08/2015 16:34,77,Subscriber
885032,11/08/2015 16:13,87,11/08/2015 16:26,65,Subscriber
885031,11/08/2015 16:10,87,11/08/2015 16:22,73,Subscriber
885030,11/08/2015 16:12,65,11/08/2015 16:25,55,Subscriber
885029,11/08/2015 16:12,55,11/08/2015 16:21,70,Subscriber
885026,11/08/2015 16:10,47,11/08/2015 16:42,67,Customer
885025,11/08/2015 16:11,76,11/08/2015 16:18,70,Subscriber
885024,11/08/2015 16:10,61,11/08/2015 16:17,50,Subscriber
885023,11/08/2015 16:10,67,11/08/2015 16:22,74,Subscriber
885022,11/08/2015 16:04,64,11/08/2015 16:19,39,Subscriber
885021,11/08/2015 16:10,75,11/08/2015 16:25,70,Subscriber
885018,11/08/2015 16:08,76,11/08/2015 16:13,90,Subscriber
885015,11/08/2015 16:07,60,11/08/2015 16:16,74,Subscriber
885014,11/08/2015 16:05,41,11/08/2015 16:18,70,Subscriber
885013,11/08/2015 16:07,55,11/08/2015 16:18,70,Subscriber
885010,11/08/2015 16:06,65,11/08/2015 16:09,88,Subscriber
885009,11/08/2015 16:06,10,11/08/2015 16:11,8,Subscriber
885008,11/08/2015 16:04,65,11/08/2015 16:10,90,Subscriber
885007,11/08/2015 16:04,60,11/08/2015 16:16,54,Subscriber
885003,11/08/2015 16:03,45,11/08/2015 16:39,88,Customer
885002,11/08/2015 16:03,45,11/08/2015 16:24,88,Customer
885001,11/08/2015 16:02,45,11/08/2015 16:39,88,Customer
885000,11/08/2015 16:01,63,11/08/2015 16:05,57,Subscriber
884999,11/08/2015 16:01,54,11/08/2015 16:08,70,Subscriber
884995,11/08/2015 15:59,11,11/08/2015 16:08,2,Subscriber
884994,11/08/2015 15:58,65,11/08/2015 16:01,88,Subscriber
884993,11/08/2015 15:57,39,11/08/2015 16:05,46,Subscriber
884992,11/08/2015 15:57,41,11/08/2015 16:01,55,Subscriber
884991,11/08/2015 15:53,41,11/08/2015 15:57,50,Subscriber
884990,11/08/2015 15:57,74,11/08/2015 16:04,60,Customer
884989,11/08/2015 15:57,65,11/08/2015 16:11,50,Subscriber
884988,11/08/2015 15:57,63,11/08/2015 16:02,45,Subscriber
884987,11/08/2015 15:56,77,11/08/2015 16:06,88,Subscriber
884986,11/08/2015 15:56,88,11/08/2015 16:00,65,Subscriber
884985,11/08/2015 15:55,11,11/08/2015 16:05,2,Subscriber
884984,11/08/2015 15:54,48,11/08/2015 21:14,50,Customer
884983,11/08/2015 15:54,47,11/08/2015 15:57,75,Subscriber
884982,11/08/2015 15:54,74,11/08/2015 15:59,82,Subscriber
884981,11/08/2015 15:54,82,11/08/2015 15:57,41,Subscriber
884980,11/08/2015 15:54,77,11/08/2015 15:58,56,Subscriber
884979,11/08/2015 15:54,48,11/08/2015 21:14,50,Customer
884978,11/08/2015 15:53,77,11/08/2015 16:05,67,Subscriber
884977,11/08/2015 15:54,56,11/08/2015 16:05,88,Subscriber
884976,11/08/2015 15:54,56,11/08/2015 16:05,70,Subscriber
884975,11/08/2015 15:53,45,11/08/2015 16:17,59,Subscriber
884973,11/08/2015 15:52,35,11/08/2015 17:35,35,Customer
884972,11/08/2015 15:51,56,11/08/2015 16:02,70,Subscriber
884971,11/08/2015 15:49,82,11/08/2015 16:04,70,Subscriber
884970,11/08/2015 15:49,82,11/08/2015 16:04,70,Subscriber
884967,11/08/2015 15:47,75,11/08/2015 15:59,70,Subscriber
884966,11/08/2015 15:47,67,11/08/2015 15:52,59,Subscriber
884965,11/08/2015 15:46,50,11/08/2015 15:58,70,Subscriber
884962,11/08/2015 15:43,65,11/08/2015 15:59,50,Subscriber
884958,11/08/2015 15:36,64,11/08/2015 15:53,46,Subscriber
884957,11/08/2015 15:42,45,11/08/2015 15:45,74,Customer
884956,11/08/2015 15:41,55,11/08/2015 15:53,70,Subscriber
884955,11/08/2015 15:41,56,11/08/2015 15:44,77,Subscriber
884954,11/08/2015 15:40,7,11/08/2015 15:51,16,Subscriber
884952,11/08/2015 15:37,50,11/08/2015 15:42,48,Subscriber
884951,11/08/2015 15:37,61,11/08/2015 15:45,77,Subscriber
884950,11/08/2015 15:35,76,11/08/2015 15:43,67,Subscriber
884949,11/08/2015 15:31,74,11/08/2015 15:47,70,Subscriber
884948,11/08/2015 15:30,60,11/08/2015 15:46,70,Subscriber
884946,11/08/2015 15:22,51,11/08/2015 15:32,70,Subscriber
884945,11/08/2015 15:22,56,11/08/2015 15:24,55,Subscriber
884944,11/08/2015 15:22,74,11/08/2015 15:28,45,Customer
884943,11/08/2015 15:21,41,11/08/2015 17:24,82,Customer
884942,11/08/2015 15:21,42,11/08/2015 15:26,87,Subscriber
884939,11/08/2015 15:20,67,11/08/2015 15:29,77,Subscriber
884938,11/08/2015 15:20,57,11/08/2015 15:28,56,Subscriber
884937,11/08/2015 15:19,77,11/08/2015 15:33,70,Subscriber
884936,11/08/2015 15:18,58,11/08/2015 15:38,87,Subscriber
884935,11/08/2015 15:17,50,11/08/2015 15:22,41,Subscriber
884934,11/08/2015 15:15,57,11/08/2015 15:29,54,Subscriber
884933,11/08/2015 15:14,57,11/08/2015 15:19,88,Subscriber
884932,11/08/2015 15:13,54,11/08/2015 15:20,70,Subscriber
884931,11/08/2015 15:11,87,11/08/2015 15:16,42,Subscriber
884929,11/08/2015 15:10,50,11/08/2015 15:59,46,Subscriber
884925,11/08/2015 15:09,66,11/08/2015 15:20,46,Subscriber
884922,11/08/2015 15:09,65,11/08/2015 15:18,67,Subscriber
884918,11/08/2015 15:06,56,11/08/2015 15:19,70,Subscriber
884915,11/08/2015 15:05,51,11/08/2015 15:13,61,Customer
884914,11/08/2015 15:05,82,11/08/2015 15:09,75,Subscriber
884913,11/08/2015 15:04,54,11/08/2015 15:14,60,Subscriber
884912,11/08/2015 15:03,31,11/08/2015 15:07,29,Subscriber
884911,11/08/2015 15:03,70,11/08/2015 15:12,51,Subscriber
884910,11/08/2015 15:02,51,11/08/2015 15:17,70,Subscriber
884909,11/08/2015 15:02,60,11/08/2015 15:07,74,Subscriber
884907,11/08/2015 15:01,50,11/08/2015 15:06,54,Subscriber
884906,11/08/2015 14:58,46,11/08/2015 15:09,39,Customer
884905,11/08/2015 14:56,90,11/08/2015 15:12,74,Customer
884904,11/08/2015 14:56,87,11/08/2015 15:05,70,Subscriber
884903,11/08/2015 14:56,90,11/08/2015 15:13,74,Customer
884902,11/08/2015 14:55,66,11/08/2015 15:00,39,Subscriber
884901,11/08/2015 14:54,60,11/08/2015 15:01,50,Subscriber
884900,11/08/2015 14:52,76,11/08/2015 14:57,56,Subscriber
884899,11/08/2015 14:48,41,11/08/2015 15:17,50,Subscriber
884898,11/08/2015 14:51,67,11/08/2015 15:03,74,Subscriber
884897,11/08/2015 14:49,60,11/08/2015 15:17,76,Customer
884896,11/08/2015 14:49,60,11/08/2015 15:17,76,Customer
884894,11/08/2015 14:47,70,11/08/2015 15:00,50,Subscriber
884893,11/08/2015 14:47,55,11/08/2015 14:57,88,Subscriber
884892,11/08/2015 14:47,60,11/08/2015 15:17,76,Customer
884891,11/08/2015 14:46,60,11/08/2015 15:17,76,Customer
884890,11/08/2015 14:46,47,11/08/2015 14:59,70,Subscriber
884889,11/08/2015 14:43,60,11/08/2015 15:17,76,Customer
884888,11/08/2015 14:43,60,11/08/2015 15:17,76,Customer
884887,11/08/2015 14:43,45,11/08/2015 14:49,63,Subscriber
884886,11/08/2015 14:37,27,11/08/2015 14:53,27,Customer
884883,11/08/2015 14:32,46,11/08/2015 17:10,46,Customer
884882,11/08/2015 14:31,46,11/08/2015 17:10,46,Customer
884881,11/08/2015 14:30,77,11/08/2015 14:32,56,Subscriber
884879,11/08/2015 14:28,46,11/08/2015 14:30,46,Customer
884876,11/08/2015 14:27,68,11/08/2015 14:33,71,Customer
884875,11/08/2015 14:25,45,11/08/2015 14:33,55,Subscriber
884873,11/08/2015 14:24,71,11/08/2015 14:32,46,Subscriber
884871,11/08/2015 14:23,46,11/08/2015 14:26,46,Customer
884868,11/08/2015 14:22,35,11/08/2015 14:48,35,Customer
884867,11/08/2015 14:19,50,11/08/2015 14:26,60,Subscriber
884866,11/08/2015 14:16,54,11/08/2015 14:23,75,Subscriber
884864,11/08/2015 14:15,61,11/08/2015 14:26,71,Subscriber
884863,11/08/2015 14:15,76,11/08/2015 14:21,67,Subscriber
884862,11/08/2015 14:14,74,11/08/2015 14:25,61,Subscriber
884861,11/08/2015 14:10,47,11/08/2015 14:16,74,Subscriber
884860,11/08/2015 14:09,90,11/08/2015 14:11,39,Subscriber
884859,11/08/2015 14:07,48,11/08/2015 14:11,74,Subscriber
884858,11/08/2015 14:06,71,11/08/2015 14:17,77,Subscriber
884857,11/08/2015 14:03,51,11/08/2015 14:15,70,Subscriber
884856,11/08/2015 13:57,65,11/08/2015 14:03,61,Subscriber
884855,11/08/2015 13:56,70,11/08/2015 16:25,59,Customer
884854,11/08/2015 13:55,90,11/08/2015 13:59,57,Subscriber
884853,11/08/2015 13:54,82,11/08/2015 13:57,56,Subscriber
884852,11/08/2015 13:52,71,11/08/2015 14:01,50,Customer
884851,11/08/2015 13:44,64,11/08/2015 13:54,68,Subscriber
884850,11/08/2015 13:49,88,11/08/2015 14:10,90,Customer
884849,11/08/2015 13:49,88,11/08/2015 14:10,90,Customer
884848,11/08/2015 13:47,90,11/08/2015 13:54,66,Subscriber
884847,11/08/2015 13:47,90,11/08/2015 13:54,66,Subscriber
884846,11/08/2015 13:37,64,11/08/2015 13:44,61,Subscriber
884845,11/08/2015 13:40,74,11/08/2015 13:45,54,Subscriber
884844,11/08/2015 13:31,64,11/08/2015 13:41,62,Subscriber
884843,11/08/2015 13:37,39,11/08/2015 13:44,88,Subscriber
884841,11/08/2015 13:36,61,11/08/2015 13:41,54,Subscriber
884840,11/08/2015 13:34,51,11/08/2015 13:41,61,Subscriber
884838,11/08/2015 13:33,68,11/08/2015 13:56,62,Customer
884837,11/08/2015 13:30,59,11/08/2015 13:39,65,Subscriber
884836,11/08/2015 13:26,55,11/08/2015 16:05,45,Customer
884835,11/08/2015 13:25,42,11/08/2015 13:47,77,Subscriber
884833,11/08/2015 13:22,55,11/08/2015 16:06,45,Customer
884832,11/08/2015 13:22,50,11/08/2015 13:28,47,Subscriber
884831,11/08/2015 13:21,28,11/08/2015 13:29,32,Subscriber
884829,11/08/2015 13:17,62,11/08/2015 13:23,57,Subscriber
884828,11/08/2015 13:16,50,11/08/2015 13:32,70,Subscriber
884827,11/08/2015 13:14,55,11/08/2015 16:05,45,Customer
884823,11/08/2015 13:11,39,11/08/2015 13:18,56,Subscriber
884822,11/08/2015 13:04,64,11/08/2015 13:14,88,Subscriber
884820,11/08/2015 13:08,88,11/08/2015 13:18,87,Subscriber
884817,11/08/2015 13:08,74,11/08/2015 13:16,76,Subscriber
884816,11/08/2015 13:07,39,11/08/2015 13:19,58,Customer
884815,11/08/2015 13:07,39,11/08/2015 13:19,58,Customer
884814,11/08/2015 13:07,61,11/08/2015 13:17,51,Customer
884813,11/08/2015 13:06,70,11/08/2015 13:20,77,Subscriber
884812,11/08/2015 13:05,62,11/08/2015 13:14,45,Subscriber
884811,11/08/2015 13:05,62,11/08/2015 13:08,55,Subscriber
884810,11/08/2015 13:05,39,11/08/2015 13:12,88,Subscriber
884809,11/08/2015 13:03,75,11/08/2015 13:13,54,Subscriber
884808,11/08/2015 13:01,73,11/08/2015 15:43,73,Customer
884807,11/08/2015 13:01,73,11/08/2015 15:43,73,Customer
884806,11/08/2015 13:00,42,11/08/2015 13:04,56,Subscriber
884805,11/08/2015 12:53,64,11/08/2015 13:07,68,Customer
884804,11/08/2015 12:59,50,11/08/2015 13:04,48,Subscriber
884803,11/08/2015 12:59,76,11/08/2015 13:03,90,Subscriber
884802,11/08/2015 12:58,57,11/08/2015 13:08,39,Subscriber
884801,11/08/2015 12:54,51,11/08/2015 13:02,77,Subscriber
884800,11/08/2015 12:57,63,11/08/2015 13:04,45,Subscriber
884799,11/08/2015 12:56,57,11/08/2015 13:03,90,Subscriber
884798,11/08/2015 12:55,77,11/08/2015 13:00,50,Subscriber
884797,11/08/2015 12:54,54,11/08/2015 12:59,61,Subscriber
884796,11/08/2015 12:54,54,11/08/2015 12:59,61,Subscriber
884795,11/08/2015 12:54,54,11/08/2015 12:58,61,Subscriber
884794,11/08/2015 12:53,71,11/08/2015 12:58,63,Subscriber
884793,11/08/2015 12:51,47,11/08/2015 12:56,50,Subscriber
884792,11/08/2015 12:43,64,11/08/2015 12:56,47,Subscriber
884791,11/08/2015 12:45,54,11/08/2015 12:48,61,Subscriber
884790,11/08/2015 12:44,74,11/08/2015 12:49,48,Subscriber
884789,11/08/2015 12:44,62,11/08/2015 12:49,61,Subscriber
884788,11/08/2015 12:42,42,11/08/2015 12:58,70,Subscriber
884787,11/08/2015 12:42,71,11/08/2015 12:46,39,Subscriber
884786,11/08/2015 12:42,74,11/08/2015 12:56,65,Subscriber
884785,11/08/2015 12:40,87,11/08/2015 12:51,88,Subscriber
884784,11/08/2015 12:39,88,11/08/2015 12:46,39,Subscriber
884782,11/08/2015 12:37,32,11/08/2015 13:37,27,Subscriber
884781,11/08/2015 12:37,87,11/08/2015 12:46,76,Subscriber
884779,11/08/2015 12:31,75,11/08/2015 12:36,62,Subscriber
884778,11/08/2015 12:34,42,11/08/2015 12:37,46,Subscriber
884777,11/08/2015 12:33,82,11/08/2015 12:38,74,Subscriber
884776,11/08/2015 12:32,74,11/08/2015 12:37,48,Subscriber
884774,11/08/2015 12:31,56,11/08/2015 12:43,67,Subscriber
884773,11/08/2015 12:31,77,11/08/2015 12:37,42,Subscriber
884772,11/08/2015 12:31,63,11/08/2015 12:33,68,Subscriber
884771,11/08/2015 12:28,55,11/08/2015 12:39,71,Customer
884770,11/08/2015 12:26,29,11/08/2015 12:31,31,Customer
884769,11/08/2015 12:25,87,11/08/2015 12:34,60,Subscriber
884768,11/08/2015 12:24,87,11/08/2015 12:47,58,Subscriber
884767,11/08/2015 12:23,62,11/08/2015 12:29,45,Subscriber
884766,11/08/2015 12:23,57,11/08/2015 12:30,62,Subscriber
884764,11/08/2015 12:22,59,11/08/2015 12:32,47,Subscriber
884763,11/08/2015 12:21,74,11/08/2015 12:29,61,Subscriber
884762,11/08/2015 12:17,61,11/08/2015 12:23,54,Subscriber
884761,11/08/2015 12:17,61,11/08/2015 12:23,54,Subscriber
884760,11/08/2015 12:17,75,11/08/2015 12:23,71,Subscriber
884758,11/08/2015 12:15,76,11/08/2015 12:20,90,Subscriber
884757,11/08/2015 12:13,55,11/08/2015 12:15,63,Subscriber
884756,11/08/2015 12:13,76,11/08/2015 12:23,56,Customer
884755,11/08/2015 12:13,48,11/08/2015 12:19,74,Subscriber
884754,11/08/2015 12:13,54,11/08/2015 12:20,48,Subscriber
884753,11/08/2015 12:12,45,11/08/2015 12:31,42,Subscriber
884752,11/08/2015 12:12,57,11/08/2015 12:25,41,Customer
884748,11/08/2015 12:10,80,11/08/2015 12:21,84,Subscriber
884747,11/08/2015 12:10,54,11/08/2015 12:31,60,Customer
884746,11/08/2015 12:09,66,11/08/2015 12:25,90,Subscriber
884745,11/08/2015 12:09,54,11/08/2015 12:31,60,Customer
884744,11/08/2015 12:09,90,11/08/2015 12:11,39,Subscriber
884743,11/08/2015 12:09,66,11/08/2015 12:25,90,Subscriber
884738,11/08/2015 12:06,61,11/08/2015 12:12,62,Subscriber
884737,11/08/2015 12:04,71,11/08/2015 13:10,48,Customer
884736,11/08/2015 11:58,56,11/08/2015 12:09,67,Subscriber
884735,11/08/2015 11:57,41,11/08/2015 12:02,48,Subscriber
884734,11/08/2015 11:48,87,11/08/2015 11:55,88,Subscriber
884732,11/08/2015 11:49,76,11/08/2015 11:56,61,Subscriber
884731,11/08/2015 11:49,77,11/08/2015 12:03,70,Subscriber
884730,11/08/2015 11:47,90,11/08/2015 13:04,90,Customer
884729,11/08/2015 11:47,71,11/08/2015 12:16,55,Customer
884728,11/08/2015 11:47,65,11/08/2015 11:57,63,Subscriber
884727,11/08/2015 11:47,88,11/08/2015 12:02,42,Subscriber
884726,11/08/2015 11:46,73,11/08/2015 11:50,45,Subscriber
884725,11/08/2015 11:45,90,11/08/2015 13:04,90,Customer
884724,11/08/2015 11:44,56,11/08/2015 11:55,71,Subscriber
884723,11/08/2015 11:42,48,11/08/2015 11:46,74,Subscriber
884720,11/08/2015 11:36,87,11/08/2015 11:46,88,Subscriber
884719,11/08/2015 11:32,48,11/08/2015 11:38,54,Subscriber
884718,11/08/2015 11:37,66,11/08/2015 11:48,77,Subscriber
884717,11/08/2015 11:37,77,11/08/2015 11:44,51,Subscriber
884716,11/08/2015 11:36,45,11/08/2015 11:40,68,Subscriber
884715,11/08/2015 11:36,65,11/08/2015 11:50,50,Subscriber
884714,11/08/2015 11:35,65,11/08/2015 11:49,55,Subscriber
884713,11/08/2015 11:33,45,11/08/2015 11:41,63,Subscriber
884712,11/08/2015 11:33,62,11/08/2015 11:37,87,Subscriber
884710,11/08/2015 11:31,28,11/08/2015 19:53,28,Customer
884709,11/08/2015 11:31,41,11/08/2015 11:40,39,Subscriber
884706,11/08/2015 11:30,30,11/08/2015 11:37,27,Customer
884705,11/08/2015 11:28,60,11/08/2015 11:35,87,Subscriber
884704,11/08/2015 11:28,74,11/08/2015 11:36,60,Subscriber
884703,11/08/2015 11:28,76,11/08/2015 11:36,87,Subscriber
884702,11/08/2015 11:26,41,11/08/2015 11:40,57,Customer
884701,11/08/2015 11:26,70,11/08/2015 11:38,76,Subscriber
884700,11/08/2015 11:26,65,11/08/2015 11:29,88,Subscriber
884698,11/08/2015 11:21,66,11/08/2015 11:32,77,Subscriber
884697,11/08/2015 11:20,87,11/08/2015 11:44,60,Customer
884696,11/08/2015 11:20,87,11/08/2015 11:45,60,Customer
884695,11/08/2015 11:20,66,11/08/2015 11:32,77,Subscriber
884694,11/08/2015 11:19,62,11/08/2015 11:28,75,Subscriber
884693,11/08/2015 11:17,88,11/08/2015 11:27,55,Subscriber
884692,11/08/2015 11:16,70,11/08/2015 11:25,55,Subscriber
884690,11/08/2015 11:15,77,11/08/2015 11:25,70,Subscriber
884689,11/08/2015 11:12,88,11/08/2015 11:20,87,Subscriber
884688,11/08/2015 11:10,54,11/08/2015 11:14,55,Subscriber
884687,11/08/2015 11:07,67,11/08/2015 11:17,56,Subscriber
884686,11/08/2015 11:05,90,11/08/2015 11:15,45,Subscriber
884685,11/08/2015 11:04,76,11/08/2015 11:13,88,Subscriber
884684,11/08/2015 11:03,88,11/08/2015 11:30,60,Customer
884683,11/08/2015 11:01,88,11/08/2015 11:30,60,Customer
884682,11/08/2015 11:00,88,11/08/2015 11:32,60,Customer
884681,11/08/2015 10:59,51,11/08/2015 11:23,70,Subscriber
884680,11/08/2015 10:59,51,11/08/2015 11:23,70,Subscriber
884679,11/08/2015 10:57,74,11/08/2015 11:01,48,Subscriber
884678,11/08/2015 10:56,77,11/08/2015 11:03,39,Subscriber
884677,11/08/2015 10:56,71,11/08/2015 11:02,74,Subscriber
884676,11/08/2015 10:54,60,11/08/2015 11:16,59,Subscriber
884675,11/08/2015 10:52,70,11/08/2015 10:57,65,Subscriber
884674,11/08/2015 10:49,90,11/08/2015 10:53,76,Subscriber
884673,11/08/2015 10:45,39,11/08/2015 10:52,88,Subscriber
884672,11/08/2015 10:44,56,11/08/2015 10:54,70,Subscriber
884669,11/08/2015 10:39,47,11/08/2015 10:43,46,Subscriber
884668,11/08/2015 10:38,39,11/08/2015 10:43,66,Subscriber
884667,11/08/2015 10:38,87,11/08/2015 10:48,60,Subscriber
884666,11/08/2015 10:37,67,11/08/2015 10:40,90,Subscriber
884665,11/08/2015 10:37,50,11/08/2015 10:44,60,Subscriber
884664,11/08/2015 10:36,50,11/08/2015 10:43,61,Subscriber
884663,11/08/2015 10:36,90,11/08/2015 10:44,65,Subscriber
884662,11/08/2015 10:34,77,11/08/2015 10:44,73,Subscriber
884661,11/08/2015 10:33,56,11/08/2015 10:42,60,Customer
884660,11/08/2015 10:33,60,11/08/2015 10:44,54,Subscriber
884659,11/08/2015 10:32,71,11/08/2015 10:41,50,Subscriber
884658,11/08/2015 10:32,65,11/08/2015 10:36,88,Subscriber
884657,11/08/2015 10:29,76,11/08/2015 13:26,88,Subscriber
884656,11/08/2015 10:29,62,11/08/2015 10:43,60,Subscriber
884655,11/08/2015 10:28,39,11/08/2015 10:35,88,Subscriber
884654,11/08/2015 10:26,62,11/08/2015 10:36,71,Subscriber
884653,11/08/2015 10:25,67,11/08/2015 10:30,76,Subscriber
884652,11/08/2015 10:25,62,11/08/2015 10:35,65,Subscriber
884651,11/08/2015 10:24,50,11/08/2015 10:29,55,Subscriber
884650,11/08/2015 10:24,62,11/08/2015 10:35,65,Subscriber
884649,11/08/2015 10:21,71,11/08/2015 10:31,87,Subscriber
884648,11/08/2015 10:22,47,11/08/2015 10:28,74,Subscriber
884647,11/08/2015 10:21,70,11/08/2015 10:43,60,Customer
